@lat	@lon	name	ele
35.1516342	134.3821149	総検行山	823.7
34.9669817	134.3044110	後山	404.6
34.9789065	134.3554977	高倉山	357
34.9032580	134.3417652	愛宕山	410.7
34.8806525	134.3485322	生駒山	260
35.2069932	134.5808080	一山	1064.6
35.2470909	134.5720332	三久安山	1123.1
35.4188428	134.5561717	靜川山	1039.3
35.5251622	134.5408757	城ヶ山	562.6
35.5888165	134.4501182	三成山	536.1
35.5454560	134.6368300	三川山	887.8
35.6257325	134.5485946	蓮台山	628
35.5056619	134.6086541	白管山	896.4
35.4395402	134.5170409	後山	689.1
35.1723413	134.9467323	竜ヶ岳	816.7
35.1768842	134.8316455	金香瀬山	709.7
35.1720553	134.8004451	古城山	609
35.1353473	134.8138159	白岩山	973
35.1144030	134.8607171	飯森山	900.6
35.4752827	134.9782510	東里ヶ岳	663.5
34.7874141	134.4226626	尼子山	259.2
35.1364398	134.6873843	夜鷹山	1055.9
35.1322826	134.6566685	曉晴山	1077.1
35.1583722	134.6909921	砥峰	972.1
35.1657828	134.7285479	平石山	1061.2
35.1833773	134.6976443	千町ヶ峰	1141.3
35.1915875	134.7274256	段ヶ峰	1103.4
35.1923379	134.7398896	フトウガ峰	1082
35.1772176	134.7620312	達磨ヶ峰	912.7
35.2124227	134.7103117	笠杉山	1032.1
35.1984889	134.6787259	大段山	966
35.2976318	134.8063036	大路山	603.1
35.2977501	134.8494288	金梨山	464.4
35.3750850	134.7530054	大徳山	555.7
35.3698295	134.7421548	左近山	142.6
35.5460498	134.5276083	大空山	575.6
35.1779833	135.2307700	鹿倉山	547.7
35.4438257	135.3150409	愛宕山	213
35.4350628	135.3228671	茶臼山	57
34.8703252	135.4410674	長尾山	299
34.8693247	135.4279431	舎羅林山	264.4
34.7980764	134.4936662	天下台山	321.3
34.8509078	134.4141456	宝台山	378.7
35.1188016	136.1705292	岩戸山	
35.6703353	134.7626857	賀嶋山	141.4
34.8446106	135.3552254	中山	478.0
34.9594457	134.4964130	488.8	
34.8926959	134.5098552		519.9
34.8966127	134.5262516	亀山	457.8
34.3537687	135.2905615	高倉山	158.6
34.9824571	134.4471478	大乗山	299.8
34.9643864	134.4190973	多賀登山	441.3
34.9720002	134.3817180	赤十字山	407.6
35.1056224	134.5395596	黒尾山	1024.6
35.1703591	134.5844329	東山	1015.9
35.2211929	134.5606363	阿舎利山	1087.4
35.2212017	134.4716299	竹呂山	1129.3
35.1758403	134.4847835	植松山	1191.1
35.2095525	134.4406558	空山	900.9
35.1505140	134.4549437	上谷山	617.8
35.1238548	134.3932904	高鉢山	613.7
35.2932883	135.7136921	大段谷山	795.1
35.3186701	135.7036456		811.0
35.3072247	135.7744142	天狗岳	928
35.3206638	135.7939175	三国岳	959.1
35.3092405	135.8101348	経ヶ岳	889
35.3021115	135.6786638		826.3
35.3383738	135.6988840		791.8
34.6613904	135.1073491	栂尾山	274
34.6655741	135.1083225	横尾山	312
35.0945312	134.5968562	宮山	514.4
34.8130573	134.7930961	高御位山	304.2
34.8256619	134.7620919		
34.8307890	134.8900437	紅山	182.8
34.2774751	134.8372611	兜布丸山	525.1
34.2838052	134.8968085	柏原山	568.9
34.2318985	134.7107880	大見山	149
34.2899610	134.8180305	油谷山	302.7
34.2900467	134.9398138	高熊山	
34.3107764	134.9011006	三坂山	302.7
34.3165245	134.9043457	掛牛山	
34.3377164	134.9032767	三熊山	125
34.3342185	134.8193142	感応寺山	278
34.3577491	134.8387727	先山	448
34.4046897	134.8549908	高倉山	266
34.4308873	134.8439370	城越山	245
34.4434015	134.8170688	山王山	182
34.4569651	134.8103094	熊野山	111
34.4735180	134.8995697	摩耶山	359.4
34.5476246	134.9534582	大戸山	224
34.5641588	134.9640994	城ノ瀬山	294.0
34.5657826	135.0046796	篝場山	243.8
34.5905939	134.9875872	汐鳴山	305.3
35.0496429	136.0563266	天山	303.2
35.0563437	136.0400212	東光寺岩梨山	
35.0608292	136.0400601	東光寺不動山	260
35.0672003	136.0436395	旗振山	283
35.0666866	136.0446607	田中山	292
35.0010982	134.2789837	庄ノ上山	379.7
35.1202014	134.4769342	一ヶ乢	
34.9988603	134.4261283	御殿山	350.5
34.9886120	134.4300980	三方里山	186
35.0223402	134.4609112	高丸山	535.8
34.9287372	134.3259236	船岩	507.2
35.5360556	134.4799055	草太山	
35.5133704	134.4938745	愛宕山	584.8
35.6425876	134.6742638	神ノ浦山	365.2
35.4452387	134.7048353	鶴ヶ嶺	416
35.5071148	134.6749448	神鍋山	469
35.5134902	134.6733354	大机山	
35.5070623	134.8483051	上鉢山	49
35.5217162	134.8504723	三開山	201.5
35.5125247	134.9269152	法沢山	643.4
35.4921040	135.0501680	権現山	526.5
35.4443947	135.0854444	赤石ヶ岳	736.1
35.4510722	135.0499749	江笠山	727.5
35.4518588	135.0073278	郷路岳	619.7
35.4476008	134.7867675	進美寺山	360.5
35.3646835	134.7723694	城山	392
35.1782538	134.6471080	高峰	844.7
35.0921704	134.9145935	妙見山	692.4
35.0702033	135.0056169	イタリ山	273.6
35.0629216	136.0729587	奥鳴谷山	324
35.0624067	136.0673851	立石山	282
35.0498938	136.0712220	笹尾ヶ岳	251
35.0129968	134.7210779	七種槍	577.3
34.7665207	134.4010272	雄鷹台山	253
34.8174196	134.6167216	京見山	215.9
35.0010568	135.4519790	七面山	
33.6713810	135.5717504	金剛ノ峯	
35.0651499	136.0601592	古城山	259
35.0647558	136.0570170	城山	286
34.5657770	135.9812231	戒場山	737.4
34.5483386	136.9847381	灯明山	
34.5416754	136.9823348	弁天山	
34.7991711	134.6966958	甲山	98
34.9271292	135.8964914	袴腰山	391
34.9348091	135.9531617	堂山	384
34.8345359	135.8780530	御林山	401.8
34.8225618	135.8545284	艮山	443.7
34.8236706	135.8415159	高雄山	443
34.8162466	135.8410364	大焼山	429.2
34.8005484	135.8377588	山吹山	373
34.8134022	135.8232878	大峰	303
34.8166959	135.8225827	北峰	240
34.8261407	135.8213662	鏡谷山	176
34.8322324	135.8346368	高塚山	223
34.8361431	135.8313484	飯盛山	183
34.8033458	135.8558541	有王山	378
34.7932888	135.8675109	北山	487
34.7869618	135.8605862	三上山	473.1
34.9880199	135.7852187	阿弥陀ヶ峰	196
35.0956995	135.7323899	十三石山	495.3
35.0575767	135.6677227	高雄山	342
35.0711779	135.6761287	峰山	537.4
35.0235574	135.6590125	小倉山	296
35.0113174	135.6612316	烏ヶ岳	398
35.0096056	135.6666769	嵐山	382
35.0658048	135.8344171	大比叡	848.1
35.1391596	135.9113047	蔓陀羅山	184
35.1163605	135.6936081	半国高山	669.8
35.1915871	135.8724886	権現山	996
35.1779711	135.8740030	霊仙山	750.5
35.2134745	135.8940165	打見山	1108
35.2271563	135.8928998	比良岳	1051
35.2324875	135.8985447	烏谷山	1076.5
35.2405705	135.9081020	堂満岳	1057
35.2580389	135.9281389	釈迦岳	1060.1
35.2749939	135.9561091	滝山	703
35.2865411	135.9577906	岩阿砂利山	686.2
35.2896239	135.9709505	鳥越峰	702
35.2950636	135.9799563	岳山	
35.3203956	135.9286348	蛇谷ヶ峰	901.5
35.3428925	135.9609624	阿弥陀山	453.4
35.3479245	135.9665019	高面山	302
35.3438219	135.9292663	上山	412.3
35.3530517	135.9028868	東山	417
35.3674507	135.9251098	西山	
35.3622965	136.0134236	大宝寺山	237
35.3647544	136.0250993	稲荷山	182
35.3972824	135.9996313	小俵山	293
35.4025080	135.9918436	大俵山	302.6
35.4024429	135.9843687	板倉山	301
35.3948505	135.9494373	堂建山	379
35.3856891	135.9349889	西峰山	
35.2516852	135.8441025	鎌倉山	950.5
35.2374706	135.8237155	峰床山	969.9
35.2387720	135.7959861	大悲山	741
35.2762871	135.9043279	釣瓶岳	1098
35.3552973	135.7684908	三国岳	776.1
35.4155129	135.9250407	二の谷山	611
35.4442604	135.9681942	荒谷山	643
35.4318165	135.9889937	箱館山	546.8
35.4532652	135.9383159	武奈ヶ嶽	865
35.4821607	135.9559388	三重嶽	973.9
35.4620670	135.9764656	滝谷山	735
35.0173618	135.6479806		482.2
35.0083496	135.6554848		337
35.0100357	135.6334809		404
35.0132044	135.6206728		430.1
35.0159934	135.6168749		392
35.0122440	135.6253757		412
35.0237869	135.6355315		265
35.0205903	135.6284714		181
35.0319032	135.6571076	嵯峨陵	258
34.7397214	135.2051407	摩耶別山	
34.8089699	135.7443116	甘南備山	221
34.7964965	135.7152027	国見山	284
34.5920836	135.6407164	高尾山	277.6
34.5446587	135.6390106	鉢伏山	211
34.2845862	135.9143838	大天井ヶ岳	1439
33.5540194	135.8576511		132.6
33.5420411	135.8136059		165.8
34.9572039	134.5364928		375.8
34.3034260	135.7493073	竜王山	618.9
35.0441483	134.5282102	長水山	584.2
34.4207200	135.6709687	金剛山頂	
34.9167344	135.4344912	高代寺山	489
34.6629899	134.5821211		132
34.6636103	134.5368990		134
34.6387297	134.5139076		71
34.6554707	134.4919823		152
34.1854538	135.2798938	大旗山 (揚柳山)	244.7
34.1785675	135.2851650	野尻山	223
34.1693280	135.2953212		232.4
34.1770090	135.3035305		187.2
34.1859430	135.3153078		114.5
34.1911799	135.3360763	高壺山	223
34.1995570	135.3330507	高尾山	196
34.1808960	135.3416186	城ノ段山	341
34.1799412	135.3294166	稲荷山	318.7
34.1650886	135.3316870	丸山	363.7
34.1652210	135.3189891	大竹山	335
34.1598538	135.3672822	上ノ城山	445
34.1681048	135.2624457	高倉山	248.6
34.9597116	135.3144679	上之岳	460
34.9630956	135.3022495	鳥飼山	528
34.9708258	135.3481095	堂床山	584.2
34.9614880	135.3621252	滝王山	570
34.9563943	135.3756112	三草山	564
34.9231288	135.4027612	雨森山	383.7
34.9232898	135.3838279	岩ヶ谷山	272
34.9139360	135.3725940	大谷山	228.3
34.9171462	135.3647225	丸山	217
34.9126630	135.3536480	一本松山	301.3
34.9312451	135.3614514	山王山	300.4
34.9329135	135.3290410	三蔵山	411.2
34.9326768	135.3201730	今井岳	382
34.9056197	135.3182071	竜王山	365.5
34.8932230	135.3386584	城山	404.6
34.8475410	135.3422679	長尾山	302
34.8552410	135.3319847	大峰山	552.3
34.8575592	135.3048477	馳渡山	289.4
34.8387142	135.2909221	高座山	345
34.8831917	135.3175911	古宝山	459.4
34.8813959	135.2890149	丸山	325
34.9012281	135.2878601	布見ヶ岳	366.2
34.9008743	135.2760199	向山	339.1
34.9132026	135.3407979		339.8
34.9449233	135.3029199		492.4
34.9470312	135.2831135		496.7
34.9577874	135.2821999	大船山	653.1
34.9664892	135.3324038	愛宕山	514
34.9752423	135.3123659	追谷山	475.1
34.9758107	135.2979147	昼ヶ岳	595
35.0018410	135.3531569		720.7
35.0300024	135.4515252	半国山	774.2
35.0016044	135.4577474	小和田山	611.6
34.9929633	135.4666331	釈迦ヶ嶽	512
34.9696789	135.4289953		418.9
34.9152926	135.4757421	天台山	639.7
34.9212652	135.4795063	光明山	639
34.9325916	135.4942816		518
34.9357019	135.5284799	湯谷ヶ岳	622.1
34.9458430	135.5060604	鴻応山	678.7
34.9609401	135.5740299	黒柄岳	526.7
34.1134807	135.3561458	大峰山	805
35.5535969	135.0860453		240
35.5595496	135.0696301		238
35.5512750	135.0611436		296
35.5432877	135.0652957		199
35.5440471	135.0760460		150
35.5484293	135.0808096		142
34.7927905	134.7603026	戦没者慰霊塔	
34.7915746	134.7596482	六本松	91
35.6064606	135.1812162	鼓ヶ岳	569
34.8879391	135.3803520	六石山	198.8
34.9012709	135.3801688	高塚山	146
34.9020160	135.4584537	青貝山	391.2
34.8884434	135.4780657	明ヶ田尾山	619.5
34.8503134	135.4690080	箕面山	355
34.8557811	135.3910129	大平山	257
34.8445650	135.3862330	愛宕山	335
34.8386961	135.4008217	石切山	283.5
35.0287296	135.2352924	三国ヶ岳	648.1
35.0287201	135.2144875	愛宕山	648
35.0112913	135.2581766		697.7
34.9857347	135.2764265	奥山	446.8
34.9280493	135.2399071	清水山	363
34.8754869	135.2573098	鏑射山	327
34.9675782	135.2019916	大谷山	417
34.9975727	135.1917200	奥山	580
34.9892013	135.1781287	西鎌倉山	460
34.9823260	135.1773514	焼山	455.2
34.9787083	135.1894745	天神岳	440
34.9745310	135.1866372	茗荷谷山	427.3
34.9665253	135.1745723	黒谷山	373.7
34.9728540	135.1771517	遠城寺山	370
34.9582940	135.1906503	中山	307
34.9597472	135.1605204	穴口山	320
35.0440396	135.6023335	牛松山	636
35.0594974	135.6647638		428.4
35.0764216	135.6329363	竜ヶ岳	921
35.0753842	135.6234685	地蔵山	947.3
35.1012034	135.6200887	三頭山	728
35.1100048	135.5975262	鎌ヶ岳	623
35.1173963	135.5794870	千歳山	627
35.0878105	135.6578415	朝日峯	688.1
35.1732143	135.7970455	滝谷山	876
35.2253699	135.7612773	湯槽山	763.1
35.1270252	135.7553883	貴船山	716
35.2443626	135.6850710	鴨瀬芦谷山	778
35.2592102	135.6657329	掛橋谷山	765.5
35.2660242	135.6806084	奥八丁山	752
35.2804744	135.6813751	ハナノ谷段山	703.9
35.1678835	135.6869549	飯森山	791
35.1670974	135.6790846	天童山	775
35.1011209	135.5696316	龍王ヶ岳	498.5
34.4133270	135.9940481		685.6
34.4253813	136.0579705		718.1
34.4646299	136.0425854		742.7
34.3671646	136.0407292		877.8
34.3613992	136.0497522		1182.9
34.3457304	136.0305583		1308.0
34.3948704	135.9936297		489.8
34.3552082	136.0685384		1373.8
34.3607083	136.0657489	薊岳	1406
34.3939497	136.0472846		1094.7
34.4042187	136.0087037		706
34.4133181	135.9940052		685.6
34.3906385	136.0142827		948.5
35.3145216	135.6027333	白尾山	748.6
35.2938371	135.6480665	奥東山	584
35.2847916	135.6273122	ホサビ山	750.2
35.3041632	135.6385395	磯木山	545
35.2646597	135.6265407		731
35.3051907	135.5008334		684
35.3252233	135.5026858		898.8
35.2525579	135.6056847		665.2
35.2694178	135.5563038	城山	403.7
35.2705936	135.5639398		428
35.2261695	135.5619663		588.3
35.2340534	135.5115397		686
35.1912835	135.4667467	丸山	259
35.1918514	135.4474723		423.6
35.1718000	135.5076190	高山	381
35.1800413	135.5785595		555.7
35.1574807	135.6109597	黒尾山	509.3
35.1586158	135.5955715	中山	364
35.1602363	135.5783957	白岩山	540
35.1611173	135.5680931	黒尾山	569
35.1491327	135.5116377	大向山	357
35.1141152	135.5446457	諸木山	496.8
35.1026591	135.5566799	紅葉山	380
35.1084583	135.5646213		445.1
35.1536960	135.4405459	美女山	482.2
35.1247755	135.4414051		379.5
35.1234760	135.4550754		300.9
35.1248584	135.4765367		212.9
35.1236574	135.4925314		320.2
35.1018956	135.5189910	城山	221.8
35.0745677	135.5838600	三郎ヶ岳	616
35.1489676	135.4117522		431
35.1385497	135.4012941		468.6
35.1322124	135.3690094	櫃ヶ嶽	582
35.1500931	135.3442798	西山	559.6
35.1359105	135.3474393	雨石山	611
35.1646113	135.3410391	兜山	429
35.2145216	135.3242594	五条山	568.4
35.3453394	135.4828254		754
35.2648256	135.3940915	天蓋山	173.9
35.2797939	135.4209670		628.7
35.2814672	135.4465986		675
35.0961571	135.3870237	三国岳	507.9
35.1341088	135.3189895	八ヶ尾山	677.5
35.1265682	135.2661725	小金ヶ嶽	725
35.1210757	135.2671741	畑山	595
35.1252325	135.2329314	西ヶ嶽	727
35.1190506	135.1516251	夏栗山	600
35.1225992	135.1427393	黒頭峰	620.3
35.1140691	135.1139269	金山	540
35.0915682	135.1396062	波賀尾岳	392
35.3525318	135.7414807		812
35.4365246	135.4519500	養老山	665.4
35.4250000	135.4958222		574.3
35.3779824	135.4781364		579.3
35.4546056	135.4702962	三国岳	616.4
35.3935528	135.4434894	君尾山	543
35.3419677	135.4424231		731
35.4218400	135.4327151		527.2
35.3910940	135.3780706	弥仙山	664
35.3597483	135.4065480	古城山	199.3
35.3292295	135.4150392		703
35.3019551	135.3786511		626
35.2677744	135.2803539		422.7
35.5946810	136.1775357	柳ヶ瀬山	439.1
35.0975897	135.2031969	盃ヶ岳	497
35.0960503	135.2487816	八百里山	442
35.0944933	135.2899488	衣笠山	484
35.0516092	135.3084672	弥十郎ヶ嶽	715
35.0267212	135.2727865		574
35.0723478	135.2859222	剛山	361
35.0515467	135.3271390		723
35.0724418	135.3013901		288
35.0837310	135.2422978	馬地山	252
35.0826679	135.2393206	前山	245
35.0617787	135.2557324	高城山	462
35.0440142	135.2588202		519.7
35.4921035	135.9301022	三十三間山	842.1
35.4553820	136.0098744	笹ヶ峰	393
35.5325047	136.0773125	乗鞍岳	865.1
35.4625629	136.0932199	東山	594.6
35.4829985	136.1451690		451.1
35.4669456	136.1356403		470
35.4593224	136.1488420		356.5
35.5428418	136.1359968	日計山	411.3
35.5987468	135.4577693		213.4
35.5388622	135.3810470		556.3
35.5470476	135.3416268		126
35.4571369	135.2977713		315.5
35.5053009	135.3141345	槙山	
35.5916514	135.2522162		204.9
35.6034193	135.2248436	妙見山	
35.6228055	135.2289157	弥助山	184.5
35.6653037	135.2977480		221.3
35.6914826	135.2951228	蝙蝠岳	311.4
35.7414531	135.2332046	船津山	548
35.7416948	135.2200274	権現山	600.9
35.7616938	135.2213366	岳山	451
35.7551889	135.1366619		251
35.7429950	135.1395457		316
35.7340993	135.1374817	依遅ヶ尾山	540.2
35.6743236	135.0062145	高天山	285.4
35.6637483	135.2154257	角突山	629.1
35.6530345	135.2091365	汐霧山	647
35.6594706	135.1420237	金剛童子山	613.6
35.6129459	134.9111538	兜山	191.7
35.6491307	134.8517458		230.8
35.6534701	134.8341295		159.3
35.6642068	134.7439338		104
35.6627512	134.6909275		223.2
35.6037185	134.3826695		325.1
35.5900701	134.4050289		437.1
34.5658952	135.9411755	真平山	751
34.5501806	135.9404786	鳥見山	734.4
34.5593878	135.9509661	香酔山	795
34.4702118	135.8603247	御破裂山	607.4
34.4740102	135.8894937	経ケ塚山	889
34.4670629	135.8918766	熊ケ岳	904
34.4774631	135.8871666	音羽山	851.4
34.4433650	136.0001002		566.3
33.7239561	135.4352034	高畑山	226
33.4905437	135.7767485		136.2
33.9479792	135.3116405	犬ヶ丈山	521.7
34.9072349	134.9241900	皿山	95.7
34.9789414	136.1213664	横田山	
34.7601774	135.6622910		77.4
34.8686884	135.5686927	阿武山	280.9
34.8366270	135.4043430	釣鐘山	205
34.6524485	136.0494095	高塚山	
34.6118460	135.9906174	壇の山	
34.5096741	136.0863418	住塚山	1009.2
34.5165278	136.0934104	国見山	1016
34.5258080	136.1205759	兜岳	
34.5287690	136.1302319	鎧岳	893.6
34.5052249	136.1524388	古光山	952.4
34.5484333	136.1621045	国見山	
34.8045356	135.9541402	三ヶ岳	617.8
34.7787646	135.9783398	国見岳	513
34.6030343	135.9725471	野野上岳	550.1
33.5310606	135.5309346	双子山	
33.4731086	135.8273944	大森山	
33.5969892	135.4276514	高瀬山	340.4
33.6107415	135.5070019		422.1
33.6278953	135.4927218	三舞山	491.2
33.5912785	135.5778873	重善嶽	607.8
33.5455438	135.5659354		512
33.5416942	135.6176913	清水山	
33.5393692	135.6323576	大山	544.1
33.5245725	135.6423890	高市山	407
33.5236334	135.6623983	牟礼山	336.3
33.5193937	135.7009685	姥山	419
33.5270198	135.6810021	西ノ峯山	384
33.5451325	135.7129955	嶽ノ森山	376
33.5332568	135.7066011	峯ノ山	482.2
33.5127387	135.7084894	東谷山	289
33.5174438	135.7202804	志賀滝山	322
33.5036766	135.7411158	風吹山	281.2
34.0950209	136.1837420	便石山	599.2
33.8180730	135.9703159	高山	436.5
33.8201811	135.9841454	大地山	601.1
33.8110354	135.9911781	女郎が峰	
33.7709694	136.0079849	大烏帽子山	362.4
33.7501689	135.9817314		337
33.7689984	135.9560144		618.3
35.0167646	134.5280921		384
35.0140538	134.5342129		338
34.9591010	134.9650615	鳴尾山	236.1
35.0777790	135.2053070	権現山	
35.0660522	135.1971638	東城山	289
35.0520621	135.1899969		467.2
35.0519216	135.2257776	火打ヶ嶽	337
35.3155706	135.0782467	姫髪山	406.1
34.6298180	135.8529210	虚空蔵山	182
34.6059698	135.8770233	大国見山	
34.5416754	135.8870923	巻向山	566.9
34.5441027	135.6630301	屯鶴峯	
34.9804618	135.6406982	大枝山	480
35.4697391	135.1248496	鍋塚	763
35.4620971	135.1085016	鳩ヶ峰	746
34.9956646	135.8230648	Morohayama	
35.0005688	135.8134009	Kagamiyama	257
35.0021332	135.8100562	Hijiriyama	
35.0026297	135.8071997	Kamiyama	
33.9052500	135.2042238	大山	112.4
33.9973868	136.2394917	谷ノ山	455.6
33.9985165	136.2642002		167.9
33.9740791	136.2583637		274.1
35.5207529	136.2043869	大岩山	
35.5060988	136.1931002	賤ヶ岳	421.1
35.5216086	136.1783480		458
35.5058368	136.1750006		306.5
35.6782937	136.1963403		873
35.6735699	136.2447059	上谷山	1196.7
35.5143606	136.2246966	田上山	323
35.4928310	136.2178194	涌出山	200.1
35.5898127	136.1978638	新谷山	662
35.5862530	136.2173045	七々頭ヶ岳	693.1
35.5786356	136.2476885	墓谷山	737.8
35.6330060	136.2276041	安蔵山	900.1
35.6435303	136.1725330	大黒山	891.6
35.6346889	135.0556826		94
35.6297184	135.0530970		114
35.6170424	135.0559992		70
35.6173067	135.0640015		142
35.6300673	135.0618303		91
35.6403130	135.0689757		63
35.6364329	135.0765395		70.8
35.6264046	135.0855517		64
35.4109134	136.3170183	勝山	131
35.3612311	136.2890911	田村山	138
33.6617581	135.9878425	目覚山	
35.0467834	135.1466203	松尾山	687
35.0175906	135.1123309	西寺山	645.9
34.9922635	135.1135325	和田寺山	591
34.9849856	135.1392281	虚空蔵山	592
34.9988025	135.1644945	海見山	518.8
35.0186274	135.1598382		406
33.8566335	135.9245467	一族山	800.8
33.9181499	135.9429359		512.6
33.9284325	135.9249759		501.9
33.9176691	135.9252226		284
33.8992197	135.9280228	西山	627
33.8898509	135.9168649	ツエノ峰	645.2
33.8995403	135.9062755		704
33.9136982	135.8894205	大森山	542.3
33.9221563	135.8657098		798
33.9623071	135.8553350		736
33.9458343	135.9077775	西峯	1123.4
33.9646118	135.8978963	蛇崩山	1172
33.9718369	135.9155559	茶臼山	1181
33.9416154	135.9618401		513
33.8977147	136.0439050	長尾山	782.8
33.9125407	136.0390019	丸尾山	851
33.9320110	136.0063434	日暮山	723
33.9236964	136.0347748	久留米木山	831
33.9540221	136.0064077		258
33.9460924	135.9929538		505
33.9566830	135.9320140	雨谷山	840.6
33.9577598	135.9614110	小杉山	702
33.9864010	136.0154843		592.5
33.9975114	136.0040152	445.5	
33.9770863	135.9620762		875.3
34.2707207	136.7528343	黒森	96
34.9699530	135.5950534	明神ヶ岳	523.4
34.5162814	135.6644261	神山	326
34.5256736	135.6776279	雄岳	517
34.4933556	135.6792962	岩橋山	658.6
35.0886876	135.5252623	筏森山	294.9
35.0792848	135.5415487	多国山	191
35.0679314	135.5625236	呉弥山	164
35.0121251	135.5059290	朝日山	441.7
35.0061495	135.5297041	丁塚山	357
35.0094010	135.5682421	西山	206
34.9918240	135.5638862	竜ヶ尾山	412.4
34.9888531	135.5203485	霊仙ヶ岳	536.2
34.7499317	135.8834184	灯明寺山	224
35.0636021	135.6346643		889.8
			
